job_id,title,requirements,description,company,raw_text,processed_text
123,Elektrik Proje Mühendisi,"Elektrik mühendisliği mezunu, AutoCAD ve Revit bilgisi, Elektrik projelerinde en az 2 yıl deneyim",Endüstriyel tesis projelerinde elektrik altyapı planlarını hazırlamak ve saha uygulamalarını takip etmek.,Enerkon Mühendislik,"Elektrik Proje Mühendisi Endüstriyel tesis projelerinde elektrik altyapı planlarını hazırlamak ve saha uygulamalarını takip etmek. Elektrik mühendisliği mezunu, AutoCAD ve Revit bilgisi, Elektrik projelerinde en az 2 yıl deneyim",elektrik proje mühendis endüstriyel tesis proje elektrik altyapı plan hazırla saha uygula takip et elektrik mühendis mezun autocad revit bilgi elektrik proje 2 yıl deney
124,Üretim Planlama Mühendisi,"Endüstri mühendisliği mezunu, ERP sistemleri konusunda bilgili, Analitik düşünme becerisi yüksek","Üretim süreçlerinin verimli şekilde planlanması, üretim takibi ve kapasite analizlerinin yapılması.",Fabrion Otomotiv,"Üretim Planlama Mühendisi Üretim süreçlerinin verimli şekilde planlanması, üretim takibi ve kapasite analizlerinin yapılması. Endüstri mühendisliği mezunu, ERP sistemleri konusunda bilgili, Analitik düşünme becerisi yüksek",üretim planla mühendis üretim süreç verim şekil planla üretim takip kapasite analiz yap endüstri mühendis mezun erp sistem konu bilgi analitik düşün beceri yüksek
125,Malzeme ve Proses Geliştirme Mühendisi,"Malzeme bilimi veya metalurji mezunu, Ar-Ge süreçlerinde deneyim, Laboratuvar analiz tekniklerine hâkim","Yeni malzemelerin geliştirilmesi, proses optimizasyonu ve kalite kontrol süreçlerinin yürütülmesi.",TechAlloy Ar-Ge,"Malzeme ve Proses Geliştirme Mühendisi Yeni malzemelerin geliştirilmesi, proses optimizasyonu ve kalite kontrol süreçlerinin yürütülmesi. Malzeme bilimi veya metalurji mezunu, Ar-Ge süreçlerinde deneyim, Laboratuvar analiz tekniklerine hâkim",malzeme proses geliştir mühendis yeni malzeme geliştir proses optimizasyon kalite kontrol süreç yürüt malzeme bili metalurji mezun arge süreç deney laboratuvar analiz teknik hakim
126,Fizyoterapist,"Fizyoterapi ve Rehabilitasyon mezunu, Manuel terapi ve klinik pilates bilgisi, İyi iletişim becerileri","Bireysel terapi planlarını oluşturmak, hastaların iyileşme süreçlerini takip etmek ve seans uygulamalarını gerçekleştirmek.",Denge Sağlık Merkezi,"Fizyoterapist Bireysel terapi planlarını oluşturmak, hastaların iyileşme süreçlerini takip etmek ve seans uygulamalarını gerçekleştirmek. Fizyoterapi ve Rehabilitasyon mezunu, Manuel terapi ve klinik pilates bilgisi, İyi iletişim becerileri",fizyoterapist bireysel terapi plan oluş hasta iyi süreç takip et seans uygula gerçek fizyoterapi rehabilitasyon mezun manuel terapi klinik pilates bilgi i̇yi iletişim beceri
127,Ameliyathane Hemşiresi,"Hemşirelik mezunu, Sterilizasyon ve ameliyat prosedürlerine hâkim, Ekip çalışmasına yatkın","Ameliyat öncesi ve sonrası hazırlıkları yapmak, cerrahi ekibe destek sağlamak ve malzeme takibini yürütmek.",Özel Hayat Hastanesi,"Ameliyathane Hemşiresi Ameliyat öncesi ve sonrası hazırlıkları yapmak, cerrahi ekibe destek sağlamak ve malzeme takibini yürütmek. Hemşirelik mezunu, Sterilizasyon ve ameliyat prosedürlerine hâkim, Ekip çalışmasına yatkın",ameliyathane hemşire ameliyat önce sonra hazırlık yap cerrahi ekip destek sağla malzeme takip yürüt hemşire mezun sterilizasyon ameliyat prosedür hakim ek çalış yatkın
128,Beslenme ve Diyet Uzmanı,"Beslenme ve Diyetetik mezunu, Bireysel diyet programı oluşturma deneyimi, Motivasyon sağlayıcı iletişim becerileri","Kilo yönetimi, özel sağlık durumları ve sporcu beslenmesine yönelik bireysel danışmanlık hizmeti sunmak.",Fit&Balance Beslenme Merkezi,"Beslenme ve Diyet Uzmanı Kilo yönetimi, özel sağlık durumları ve sporcu beslenmesine yönelik bireysel danışmanlık hizmeti sunmak. Beslenme ve Diyetetik mezunu, Bireysel diyet programı oluşturma deneyimi, Motivasyon sağlayıcı iletişim becerileri",besle diyet uzma kilo yönet özel sağlık durum sporcu besle yönelik bireysel danışmanlık hizmet sun besle diyetetik mezun bireysel diyet program oluş deney motivasyon sağla iletişim beceri
129,Banka Operasyon Uzmanı,"Bankacılık veya ilgili bölümlerden mezun, MS Office ve temel finans yazılımlarına hâkim, Dikkatli ve analitik düşünen","Havale, EFT, swift işlemleri ve diğer temel bankacılık operasyonlarını yürütmek, sistem kayıtlarını güncel tutmak.",NovaBank,"Banka Operasyon Uzmanı Havale, EFT, swift işlemleri ve diğer temel bankacılık operasyonlarını yürütmek, sistem kayıtlarını güncel tutmak. Bankacılık veya ilgili bölümlerden mezun, MS Office ve temel finans yazılımlarına hâkim, Dikkatli ve analitik düşünen",bank operasyon uzma havale eft swift işlem diğer temel banka operasyon yürüt sistem kayıt güncel tut banka ilgili bölüm mezun ms office temel finans yazılım hakim dikkatli analitik düşün
130,Yatırım Danışmanı,"Sermaye piyasası lisanslarına sahip, Finansal analiz yapabilen, Müşteri ilişkileri kuvvetli","Müşterilere hisse senedi, tahvil, fon gibi yatırım araçları hakkında danışmanlık sağlamak ve portföy önerileri sunmak.",Birikim Finans,"Yatırım Danışmanı Müşterilere hisse senedi, tahvil, fon gibi yatırım araçları hakkında danışmanlık sağlamak ve portföy önerileri sunmak. Sermaye piyasası lisanslarına sahip, Finansal analiz yapabilen, Müşteri ilişkileri kuvvetli",yatır danışman müşteri his senet tahvil fon yatır araç hakkında danışmanlık sağla portföy öneri sun sermaye piyasa lisans sahip finansal analiz yap müşteri ilişki kuvvet
131,Kredi Risk Analisti,"İktisat, finans veya matematik bölümlerinden mezun, Veri analizi ve raporlama becerisi yüksek, SQL bilen tercih sebebi","Bireysel ve ticari kredi başvurularının risk analizini yapmak, kredi puanlarını değerlendirmek ve karar sürecine katkı sağlamak.",Vizyon Bank,"Kredi Risk Analisti Bireysel ve ticari kredi başvurularının risk analizini yapmak, kredi puanlarını değerlendirmek ve karar sürecine katkı sağlamak. İktisat, finans veya matematik bölümlerinden mezun, Veri analizi ve raporlama becerisi yüksek, SQL bilen tercih sebebi",kredi risk analist bireysel ticari kredi başvuru risk analiz yap kredi puan değerlendir kar süreç katkı sağla i̇ktisat finans matematik bölüm mezun veri analiz raporla beceri yüksek sql bil tercih sebep
132,İşe Alım Uzmanı,"Personel alım süreçlerinde 3 yıl deneyim, iletişim ve mülakat becerileri.","İşe alım süreçlerini planlar, aday havuzunu oluşturur ve işe alım sürecinin her adımını yönetir.",TalentBridge,"İşe Alım Uzmanı İşe alım süreçlerini planlar, aday havuzunu oluşturur ve işe alım sürecinin her adımını yönetir. Personel alım süreçlerinde 3 yıl deneyim, iletişim ve mülakat becerileri.",i̇şe al uzma i̇şe al süreç planla aday havuz oluş işe al süreç adım yönet personel al süreç 3 yıl deney iletişim mülakat beceri
133,Tasarım Yöneticisi,"Grafik ve dijital tasarım alanında en az 5 yıl deneyim, liderlik becerisi.","Tasarım ekibini yönetecek, projelerin yaratıcı süreçlerini denetleyecek ve markaya uygun tasarımlar geliştireceksiniz.",StudioMind,"Tasarım Yöneticisi Tasarım ekibini yönetecek, projelerin yaratıcı süreçlerini denetleyecek ve markaya uygun tasarımlar geliştireceksiniz. Grafik ve dijital tasarım alanında en az 5 yıl deneyim, liderlik becerisi.",tasar yönet tasar ekip yönet proje yarat süreç denetle marka uygun tasarımla geliştir grafik dijital tasar alan 5 yıl deney lider beceri
134,Full Stack Geliştirici,"Frontend ve backend teknolojilerinde deneyim (React, .NET), API geliştirme bilgisi.","Web uygulamalarının tam yığın geliştirilmesinde görev alacak, teknik dokümantasyonları hazırlayacak ve kod kalitesini sağlayacaksınız.",KodYolu Yazılım,"Full Stack Geliştirici Web uygulamalarının tam yığın geliştirilmesinde görev alacak, teknik dokümantasyonları hazırlayacak ve kod kalitesini sağlayacaksınız. Frontend ve backend teknolojilerinde deneyim (React, .NET), API geliştirme bilgisi.",full stack geliştir web uygula tam yığ geliştir görev al teknik dokümantasyon hazırla kod kalite sağla frontend backend teknoloji deney react net api geliştir bilgi
135,Veri Bilimci,"Makine öğrenmesi ve veri analizi bilgisi, Python ve SQL tecrübesi.","Büyük veri setlerini analiz edecek, içgörüler çıkaracak ve iş süreçlerine katkı sağlayacak modeller geliştireceksiniz.",DataBridge Analytics,"Veri Bilimci Büyük veri setlerini analiz edecek, içgörüler çıkaracak ve iş süreçlerine katkı sağlayacak modeller geliştireceksiniz. Makine öğrenmesi ve veri analizi bilgisi, Python ve SQL tecrübesi.",veri bilim büyük veri set analiz et içgörü çıkar iş süreç katkı sağla modelle geliştir maki öğren veri analiz bilgi python sql tecrübe
136,Bilişim Teknolojileri Öğretmeni,"Bilişim veya yazılım alanında lisans mezunu, öğretim materyali hazırlama deneyimi.","Öğrencilere temel programlama, ofis programları ve internet güvenliği konularında eğitim vereceksiniz.",TeknoEğitim Koleji,"Bilişim Teknolojileri Öğretmeni Öğrencilere temel programlama, ofis programları ve internet güvenliği konularında eğitim vereceksiniz. Bilişim veya yazılım alanında lisans mezunu, öğretim materyali hazırlama deneyimi.",biliş teknoloji öğretmen öğrenci temel programla ofis program internet güvenlik konu eğitim ver biliş yazılı alan lisans mezun öğreti materyal hazırla deney
137,Görsel Sanatlar Öğretmeni,"Görsel sanatlar alanında mezuniyet, yaratıcı yönü güçlü, öğrenci iletişimi iyi.","Sanat derslerinde öğrencilere teorik bilgi ve uygulama fırsatı sunacak, sergi organizasyonlarına katkıda bulunacaksınız.",SanatYolu Okulları,"Görsel Sanatlar Öğretmeni Sanat derslerinde öğrencilere teorik bilgi ve uygulama fırsatı sunacak, sergi organizasyonlarına katkıda bulunacaksınız. Görsel sanatlar alanında mezuniyet, yaratıcı yönü güçlü, öğrenci iletişimi iyi.",görsel sanat öğretmen sanat ders öğrenci teorik bilgi uygula fırsat sun sergi organizasyon katkı bulun görsel sanat alan mezuniyet yarat yön güçlü öğrenci iletişim iyi
138,Organizasyon Geliştirme Uzmanı,"Organizasyonel değişim yönetimi bilgisi, proje yönetimi deneyimi.",Şirket içi süreçleri analiz ederek yeniden yapılandırma önerileri geliştirecek ve gelişim projelerini yöneteceksiniz.,KurumsalAdım Danışmanlık,"Organizasyon Geliştirme Uzmanı Şirket içi süreçleri analiz ederek yeniden yapılandırma önerileri geliştirecek ve gelişim projelerini yöneteceksiniz. Organizasyonel değişim yönetimi bilgisi, proje yönetimi deneyimi.",organizasyon geliştir uzma şirket iç süreç analiz et yeniden yapılandır öneri geliştir gelişim proje yönet organizasyonel değişim yönet bilgi proje yönet deney
139,3D Modelleme Uzmanı,"3D tasarım programları (Blender, 3ds Max) bilgisi, yaratıcı çözüm üretme yeteneği.","Ürün ve mimari projeler için 3D modeller oluşturacak, görsel içerikleri zenginleştirecek tasarımlar hazırlayacaksınız.",RenderPlus Studio,"3D Modelleme Uzmanı Ürün ve mimari projeler için 3D modeller oluşturacak, görsel içerikleri zenginleştirecek tasarımlar hazırlayacaksınız. 3D tasarım programları (Blender, 3ds Max) bilgisi, yaratıcı çözüm üretme yeteneği.",3d modelle uzma ürün mimari proje 3d modelle oluş görsel içerik zengin tasarımla hazırla 3d tasar program blender 3ds max bilgi yarat çöz üret yetenek
140,Hemşire,"Sağlık meslek lisesi veya üniversite mezunu, vardiyalı çalışmaya uygun.","Hasta bakım süreçlerini yürütecek, doktorların direktiflerine göre tedavi uygulamalarına destek vereceksiniz.",Yaşam Hastanesi,"Hemşire Hasta bakım süreçlerini yürütecek, doktorların direktiflerine göre tedavi uygulamalarına destek vereceksiniz. Sağlık meslek lisesi veya üniversite mezunu, vardiyalı çalışmaya uygun.",hemşire hasta bakı süreç yürüt doktor direktif göre tedavi uygula destek ver sağlık meslek lise üniversite mezun vardiya çalış uygun
141,Fizyoterapist,"Fizyoterapi ve rehabilitasyon lisans mezunu, birebir hasta iletişiminde başarılı.","Hastaların tedavi süreçlerini planlayacak, fiziksel egzersiz programları oluşturacak ve uygulayacaktır.",Aktif Sağlık Merkezi,"Fizyoterapist Hastaların tedavi süreçlerini planlayacak, fiziksel egzersiz programları oluşturacak ve uygulayacaktır. Fizyoterapi ve rehabilitasyon lisans mezunu, birebir hasta iletişiminde başarılı.",fizyoterapist hasta tedavi süreç planla fizik egzersiz program oluş uygula fizyoterapi rehabilitasyon lisans mezun birebir hasta iletişim başarı
142,Şef Aşçı,"Gastronomi eğitimi, mutfakta en az 5 yıl deneyim, ekip yönetme becerisi.","Mutfak ekibini yönetecek, menü planlaması yapacak ve kaliteli sunumlar hazırlanmasını sağlayacaktır.",Lezzet Atölyesi,"Şef Aşçı Mutfak ekibini yönetecek, menü planlaması yapacak ve kaliteli sunumlar hazırlanmasını sağlayacaktır. Gastronomi eğitimi, mutfakta en az 5 yıl deneyim, ekip yönetme becerisi.",şef aşçı mutfak ekip yönet menü planla yap kalite sunum hazır sağla gastronomi eğitim mutfak 5 yıl deney ek yönet beceri
143,Pastane Şefi,"Pastacılık alanında uzmanlık, yaratıcı sunum yetenekleri.","Tatlı ve unlu mamullerin üretim sürecini yönetecek, hijyen standartlarına uygun çalışacaktır.",TatlıKutusu,"Pastane Şefi Tatlı ve unlu mamullerin üretim sürecini yönetecek, hijyen standartlarına uygun çalışacaktır. Pastacılık alanında uzmanlık, yaratıcı sunum yetenekleri.",pastane şef tatlı un mamul üretim süreç yönet hijyen standart uygun çalış pasta alan uzman yarat sunu yetenek
144,Bireysel Müşteri Temsilcisi,"Bankacılık veya finans alanında tecrübe, iletişim ve satış yetkinliği.","Müşteri portföyünü yönetecek, ürün ve hizmetlerin tanıtımını yapacak ve müşteri memnuniyetini sağlayacaktır.",GüvenBank,"Bireysel Müşteri Temsilcisi Müşteri portföyünü yönetecek, ürün ve hizmetlerin tanıtımını yapacak ve müşteri memnuniyetini sağlayacaktır. Bankacılık veya finans alanında tecrübe, iletişim ve satış yetkinliği.",bireysel müşteri temsilci müşteri portföy yönet ürün hizmet tanıtım yap müşteri memnuniyet sağla banka finans alan tecrübe iletişim satış yetkin
145,Kredi Uzmanı,"Finansal analiz bilgisi, kredi risk değerlendirme deneyimi.","Kredi başvurularını değerlendirecek, kredi risk analizlerini yapacak ve raporlama süreçlerine katkı sağlayacaktır.",FinansTürk,"Kredi Uzmanı Kredi başvurularını değerlendirecek, kredi risk analizlerini yapacak ve raporlama süreçlerine katkı sağlayacaktır. Finansal analiz bilgisi, kredi risk değerlendirme deneyimi.",kredi uzma kredi başvuru değerlendir kredi risk analiz yap raporla süreç katkı sağla finansal analiz bilgi kredi risk değerlendir deney
146,Avukat,"Hukuk fakültesi mezunu, en az 3 yıl dava ve danışmanlık deneyimi.","Şirketin hukuki süreçlerini yönetecek, sözleşmeleri hazırlayacak ve dava süreçlerini takip edecektir.",Adalet & Ortakları,"Avukat Şirketin hukuki süreçlerini yönetecek, sözleşmeleri hazırlayacak ve dava süreçlerini takip edecektir. Hukuk fakültesi mezunu, en az 3 yıl dava ve danışmanlık deneyimi.",avukat şirket hukuki süreç yönet sözleşme hazırla dav süreç takip et hukuk fakülte mezun 3 yıl dav danışmanlık deney
147,Hukuk Danışmanı,"Ticaret hukuku bilgisi, şirketlerde hukuki danışmanlık deneyimi.",Ticari sözleşmelerin hazırlanması ve yasal süreçlerin takibi konularında danışmanlık hizmeti verecektir.,Lexon Danışmanlık,"Hukuk Danışmanı Ticari sözleşmelerin hazırlanması ve yasal süreçlerin takibi konularında danışmanlık hizmeti verecektir. Ticaret hukuku bilgisi, şirketlerde hukuki danışmanlık deneyimi.",hukuk danışman ticari sözleşme hazır yasal süreç takip konu danışmanlık hizmet ver ticaret hukuk bilgi şirket hukuki danışmanlık deney
148,Elektrik Mühendisi,"Elektrik mühendisliği mezunu, proje çizimi ve saha deneyimi.","Elektrik tesisat projelerini hazırlayacak, uygulama süreçlerini denetleyecek ve bakım planlamaları yapacaktır.",EnerjiPro Mühendislik,"Elektrik Mühendisi Elektrik tesisat projelerini hazırlayacak, uygulama süreçlerini denetleyecek ve bakım planlamaları yapacaktır. Elektrik mühendisliği mezunu, proje çizimi ve saha deneyimi.",elektrik mühendis elektrik tesisat proje hazırla uygula süreç denetle bakı planla yap elektrik mühendis mezun proje çizi saha deney
149,Mekanik Tasarım Mühendisi,"SolidWorks veya AutoCAD bilgisi, mekanik sistem tasarımı tecrübesi.","Mekanik ürün ve sistemlerin tasarım süreçlerini yönetecek, üretim çizimlerini oluşturacaktır.",MekanikArt Endüstri,"Mekanik Tasarım Mühendisi Mekanik ürün ve sistemlerin tasarım süreçlerini yönetecek, üretim çizimlerini oluşturacaktır. SolidWorks veya AutoCAD bilgisi, mekanik sistem tasarımı tecrübesi.",mekanik tasar mühendis mekanik ürün sistem tasar süreç yönet üretim çizim oluş solidworks autocad bilgi mekanik sistem tasar tecrübe
150,Fitness Eğitmeni,"Spor eğitimi sertifikası, grup ve bireysel derslerde deneyim.","Üyelerin spor programlarını hazırlayacak, doğru egzersiz tekniklerini gösterecek ve gelişimleri takip edecektir.",FitZone Spor Merkezi,"Fitness Eğitmeni Üyelerin spor programlarını hazırlayacak, doğru egzersiz tekniklerini gösterecek ve gelişimleri takip edecektir. Spor eğitimi sertifikası, grup ve bireysel derslerde deneyim.",fitness eğitmen üye spor program hazırla doğru egzersiz teknik göster gelişim takip et spor eğitim sertifika grup bireysel ders deney
151,Kişisel Antrenör,"PT belgesi, iletişim becerileri güçlü, motivasyon yeteneği.","Danışanlara özel antrenman ve beslenme planları hazırlayacak, hedeflerine ulaşmalarında aktif rol alacaktır.",PowerLife Fitness,"Kişisel Antrenör Danışanlara özel antrenman ve beslenme planları hazırlayacak, hedeflerine ulaşmalarında aktif rol alacaktır. PT belgesi, iletişim becerileri güçlü, motivasyon yeteneği.",kişisel antrenör danış özel antrenman besle plan hazırla hedef ulaş aktif rol al pt belge iletişim beceri güçlü motivasyon yetenek
152,Sanat Eğitmeni,"Görsel sanatlar alanında lisans mezunu, yaratıcı öğretim yöntemleri bilgisi.","Öğrencilere çizim, boyama ve sanat tarihi gibi alanlarda ders verecek, yaratıcı projelere öncülük edecektir.",SanatAtölyem Koleji,"Sanat Eğitmeni Öğrencilere çizim, boyama ve sanat tarihi gibi alanlarda ders verecek, yaratıcı projelere öncülük edecektir. Görsel sanatlar alanında lisans mezunu, yaratıcı öğretim yöntemleri bilgisi.",sanat eğitmen öğrenci çizi boya sanat tarihi alan ders ver yarat proje öncü et görsel sanat alan lisans mezun yarat öğreti yöntem bilgi
153,Heykeltraş,"Sanat okulu mezunu, kil ve taş malzemelerle çalışma deneyimi.","Sanatsal projelerde heykel üretimi yapacak, kamusal ve özel alanlar için özgün eserler hazırlayacaktır.",Atölye Forma,"Heykeltraş Sanatsal projelerde heykel üretimi yapacak, kamusal ve özel alanlar için özgün eserler hazırlayacaktır. Sanat okulu mezunu, kil ve taş malzemelerle çalışma deneyimi.",heykeltraş sanat proje heykel üretim yap kamu özel alan özgün es hazırla sanat okul mezun kil taş malzeme çalış deney
154,Ziraat Mühendisi,"Bitki besleme ve tarımsal üretim bilgisi, tarla çalışmaları deneyimi.","Tarımsal üretim süreçlerini planlayacak, verimlilik analizleri yapacak ve üreticiye teknik danışmanlık sağlayacaktır.",AgroPlus Tarım,"Ziraat Mühendisi Tarımsal üretim süreçlerini planlayacak, verimlilik analizleri yapacak ve üreticiye teknik danışmanlık sağlayacaktır. Bitki besleme ve tarımsal üretim bilgisi, tarla çalışmaları deneyimi.",ziraat mühendis tarım üretim süreç planla verim analiz yap üret teknik danışmanlık sağla bitki besleme tarım üretim bilgi tar çalış deney
155,Seracı,"Seracılık alanında deneyim, bitki yetiştiriciliği bilgisi.","Seralarda sebze ve meyve üretimi yapacak, bakım ve hasat süreçlerini yönetecektir.",DoğaSeraları,"Seracı Seralarda sebze ve meyve üretimi yapacak, bakım ve hasat süreçlerini yönetecektir. Seracılık alanında deneyim, bitki yetiştiriciliği bilgisi.",sera sera sebze meyve üretim yap bakı hasat süreç yönet sera alan deney bitki yetiş bilgi
156,Finansal Analist,"Finans veya ekonomi bölümü mezunu, ileri Excel ve analiz yeteneği.","Şirketin mali verilerini analiz edecek, finansal raporlar hazırlayacak ve bütçe planlamalarına destek olacaktır.",ParaPlan Finans,"Finansal Analist Şirketin mali verilerini analiz edecek, finansal raporlar hazırlayacak ve bütçe planlamalarına destek olacaktır. Finans veya ekonomi bölümü mezunu, ileri Excel ve analiz yeteneği.",finansal analist şirket mali veri analiz et finansal raporla hazırla bütçe planla destek ol finans ekonomi bölü mezun ileri excel analiz yetenek
157,Portföy Yöneticisi,"Yatırım yönetimi deneyimi, müşteri ilişkilerinde yetkinlik.","Müşteri portföylerini yönetecek, yatırım stratejileri oluşturacak ve piyasa analizleri gerçekleştirecektir.",VarlıkDanışmanlık A.Ş.,"Portföy Yöneticisi Müşteri portföylerini yönetecek, yatırım stratejileri oluşturacak ve piyasa analizleri gerçekleştirecektir. Yatırım yönetimi deneyimi, müşteri ilişkilerinde yetkinlik.",portföy yönet müşteri portföy yönet yatır strateji oluş piyasa analiz gerçek yatır yönet deney müşteri ilişki yetkin
158,İş Danışmanı,"Stratejik planlama ve iş geliştirme deneyimi, güçlü sunum yetenekleri.","Şirketlere operasyonel verimlilik, büyüme stratejileri ve dönüşüm projelerinde danışmanlık sağlayacaktır.",Strateji360,"İş Danışmanı Şirketlere operasyonel verimlilik, büyüme stratejileri ve dönüşüm projelerinde danışmanlık sağlayacaktır. Stratejik planlama ve iş geliştirme deneyimi, güçlü sunum yetenekleri.",i̇ş danışman şirket operasyonel verim büyü strateji dönüşüm proje danışmanlık sağla stratejik planla iş geliştir deney güçlü sunu yetenek
159,İnsan Kaynakları Danışmanı,"İK süreçlerinde deneyim, farklı sektörlerde çalışma tecrübesi.","Kurumsal firmalara İK danışmanlığı verecek, işe alım, eğitim ve organizasyonel yapılandırma konularında destek olacaktır.",DanışmanRehber,"İnsan Kaynakları Danışmanı Kurumsal firmalara İK danışmanlığı verecek, işe alım, eğitim ve organizasyonel yapılandırma konularında destek olacaktır. İK süreçlerinde deneyim, farklı sektörlerde çalışma tecrübesi.",i̇nsan kaynak danışman kurum firma i̇k danışman ver işe al eğitim organizasyonel yapılandır konu destek ol i̇k süreç deney fark sektör çalış tecrübe
160,Kabin Memuru,"En az lise mezunu, iyi düzeyde İngilizce, esnek çalışma saatlerine uyum.","Yolcu güvenliğini sağlayacak, uçuş sırasında hizmet verecek ve kriz anlarında soğukkanlılıkla hareket edecektir.",SkyFly Havayolları,"Kabin Memuru Yolcu güvenliğini sağlayacak, uçuş sırasında hizmet verecek ve kriz anlarında soğukkanlılıkla hareket edecektir. En az lise mezunu, iyi düzeyde İngilizce, esnek çalışma saatlerine uyum.",kabin memur yolcu güvenlik sağla uçuş sırasında hizmet ver kriz an soğukkanlı hareket et lise mezun iyi düzey i̇ngilizce esnek çalış saat uyum
161,Uçak Teknisyeni,"Havacılık bakım teknisyenliği eğitimi, EASA Part-66 lisansı tercih sebebidir.","Uçakların bakım ve onarımını gerçekleştirecek, güvenlik prosedürlerine uygunluk sağlayacaktır.",AeroTek MRO,"Uçak Teknisyeni Uçakların bakım ve onarımını gerçekleştirecek, güvenlik prosedürlerine uygunluk sağlayacaktır. Havacılık bakım teknisyenliği eğitimi, EASA Part-66 lisansı tercih sebebidir.",uçak teknisyen uçak bakı onarım gerçek güvenlik prosedür uygun sağla havacılık bakı teknisyen eğitim easa part66 lisans tercih sebep
162,Saha Satış Temsilcisi,"B sınıfı ehliyet, aktif satış tecrübesi, ikna kabiliyeti.","Belirlenen bölgede müşteri ziyaretleri yapacak, ürün tanıtımı gerçekleştirecek ve satış hedeflerini takip edecektir.",AktifSatış A.Ş.,"Saha Satış Temsilcisi Belirlenen bölgede müşteri ziyaretleri yapacak, ürün tanıtımı gerçekleştirecek ve satış hedeflerini takip edecektir. B sınıfı ehliyet, aktif satış tecrübesi, ikna kabiliyeti.",saha satış temsilci belirle bölge müşteri ziyaret yap ürün tanıt gerçek satış hedef takip et b sınıf ehliyet aktif satış tecrübe ikna kabiliyet
163,Müşteri Temsilcisi,"En az lise mezunu, iletişim becerileri güçlü, MS Office bilgisi.","Mevcut ve potansiyel müşterilerle iletişim kuracak, sipariş sürecini yönetecek ve müşteri memnuniyetini sağlayacaktır.",HızlıTicaret Ltd.,"Müşteri Temsilcisi Mevcut ve potansiyel müşterilerle iletişim kuracak, sipariş sürecini yönetecek ve müşteri memnuniyetini sağlayacaktır. En az lise mezunu, iletişim becerileri güçlü, MS Office bilgisi.",müşteri temsilci mevcut potansiyel müşteri iletişim kur sipariş süreç yönet müşteri memnuniyet sağla lise mezun iletişim beceri güçlü ms office bilgi
164,Matematik Öğretmeni,"En az 3 yıl öğretmenlik tecrübesi, pedagojik formasyon, güçlü iletişim becerileri.","Lise düzeyinde öğrencilere matematik dersleri verir, sınav hazırlık süreçlerini yönetir.",Bilge Koleji,"Matematik Öğretmeni Lise düzeyinde öğrencilere matematik dersleri verir, sınav hazırlık süreçlerini yönetir. En az 3 yıl öğretmenlik tecrübesi, pedagojik formasyon, güçlü iletişim becerileri.",matematik öğretmen lise düzey öğrenci matematik ders ver sınav hazırlık süreç yönet 3 yıl öğretmen tecrübe pedagojik formasyon güçlü iletişim beceri
165,Satış Temsilcisi,"İkna kabiliyeti yüksek, saha satış tecrübesi, B sınıfı ehliyet.","Şirket ürünlerinin tanıtımını yapar, müşteri portföyü oluşturur ve satış hedeflerini takip eder.",Aktif Satış AŞ,"Satış Temsilcisi Şirket ürünlerinin tanıtımını yapar, müşteri portföyü oluşturur ve satış hedeflerini takip eder. İkna kabiliyeti yüksek, saha satış tecrübesi, B sınıfı ehliyet.",satış temsilci şirket ürün tanıtım yap müşteri portföy oluş satış hedef takip et i̇kna kabiliyet yüksek saha satış tecrübe b sınıf ehliyet
166,Muhasebe Uzmanı,"Muhasebe programlarına hakim, en az 2 yıl deneyimli, mali tablo analizi yapabilen.","Şirketin muhasebe kayıtlarını tutar, mali raporlar hazırlar ve vergi süreçlerini takip eder.",Finans Plus,"Muhasebe Uzmanı Şirketin muhasebe kayıtlarını tutar, mali raporlar hazırlar ve vergi süreçlerini takip eder. Muhasebe programlarına hakim, en az 2 yıl deneyimli, mali tablo analizi yapabilen.",muhasebe uzma şirket muhasebe kayıt tut mali raporla hazırla vergi süreç takip et muhasebe program hakim 2 yıl deneyim mali tablo analiz yap
167,Kabin Memuru,"Minimum 1.60 m boy, iyi derecede İngilizce, prezantabl ve iletişim becerileri kuvvetli.","Yolcuların uçuş süresince güvenliği ve konforunu sağlar, acil durum prosedürlerini uygular.",SkyWays,"Kabin Memuru Yolcuların uçuş süresince güvenliği ve konforunu sağlar, acil durum prosedürlerini uygular. Minimum 1.60 m boy, iyi derecede İngilizce, prezantabl ve iletişim becerileri kuvvetli.",kabin memur yolcu uçuş süre güvenlik konfor sağla acil durum prosedür uygula minimum 160 m boy iyi derece i̇ngilizce prezantabl iletişim beceri kuvvet
168,Makine Mühendisi,"SolidWorks bilgisi, proje yönetimi deneyimi, analitik düşünce yapısı.","Üretim süreçlerini optimize eder, yeni makine tasarımları yapar ve saha uygulamalarını takip eder.",TeknoMek,"Makine Mühendisi Üretim süreçlerini optimize eder, yeni makine tasarımları yapar ve saha uygulamalarını takip eder. SolidWorks bilgisi, proje yönetimi deneyimi, analitik düşünce yapısı.",maki mühendis üretim süreç optimize et yeni maki tasarım yap saha uygula takip et solidworks bilgi proje yönet deney analitik düş yapı
